,calories,protein,fat,sodium,rating
895,123.0,2.0,8.0,19.0,5.0
896,635.0,20.0,19.0,391.0,4.375
897,738.0,27.0,28.0,1699.0,4.375
898,173.0,2.0,4.0,6.0,5.0
899,300.0,3.0,16.0,216.0,4.375
903,223.0,2.0,19.0,4.0,1.25
904,576.0,34.0,38.0,325.0,4.375
906,421.0,5.0,9.0,114.0,4.375
908,180.0,4.0,9.0,279.0,3.75
909,628.0,19.0,21.0,1385.0,3.75
910,230.0,13.0,19.0,4095.0,3.75
911,497.0,17.0,33.0,748.0,3.75
912,249.0,1.0,28.0,89.0,3.75
913,116.0,0.0,0.0,7.0,3.75
914,305.0,3.0,16.0,151.0,4.375
916,364.0,16.0,10.0,2094.0,4.375
917,178.0,2.0,7.0,2.0,4.375
920,625.0,64.0,21.0,2714.0,5.0
921,168.0,14.0,10.0,460.0,4.375
922,1068.0,50.0,93.0,560.0,4.375
923,327.0,11.0,22.0,379.0,3.75
926,105.0,3.0,10.0,106.0,3.75
927,610.0,27.0,18.0,929.0,3.75
928,118.0,10.0,8.0,444.0,5.0
929,1961.0,250.0,94.0,9573.0,5.0
930,646.0,12.0,47.0,744.0,3.75
931,216.0,2.0,0.0,1.0,3.75
933,274.0,3.0,14.0,213.0,3.75
934,739.0,52.0,52.0,636.0,4.375
935,538.0,55.0,31.0,156.0,4.375
936,454.0,10.0,27.0,200.0,0.0
937,460.0,6.0,33.0,262.0,3.75
938,224.0,10.0,17.0,1103.0,3.75
940,270.0,0.0,0.0,10.0,3.75
941,156.0,9.0,5.0,361.0,3.75
942,167.0,3.0,7.0,97.0,4.375
943,297.0,4.0,18.0,216.0,4.375
944,123.0,0.0,0.0,9.0,5.0
945,202.0,7.0,10.0,52.0,4.375
946,1401.0,40.0,76.0,2388.0,3.125
948,367.0,11.0,16.0,506.0,3.125
950,222.0,2.0,1.0,10.0,0.0
951,469.0,3.0,35.0,534.0,3.75
952,293.0,6.0,12.0,174.0,4.375
953,357.0,10.0,27.0,546.0,3.125
954,311.0,17.0,8.0,2063.0,3.75
955,444.0,5.0,15.0,398.0,4.375
956,101.0,4.0,5.0,206.0,5.0
957,641.0,23.0,24.0,137.0,4.375
958,591.0,7.0,37.0,210.0,4.375
959,399.0,8.0,35.0,231.0,5.0
961,228.0,5.0,14.0,26.0,0.0
962,582.0,28.0,32.0,862.0,4.375
963,228.0,2.0,7.0,4.0,4.375
964,126.0,5.0,2.0,22.0,3.75
965,297.0,13.0,13.0,309.0,3.75
966,374.0,7.0,20.0,199.0,4.375
967,376.0,22.0,29.0,106.0,5.0
968,330.0,9.0,12.0,126.0,3.75
970,277.0,23.0,7.0,767.0,3.75
971,234.0,5.0,3.0,111.0,4.375
972,637.0,14.0,16.0,469.0,4.375
973,318.0,20.0,17.0,185.0,0.0
974,476.0,16.0,19.0,238.0,3.75
975,476.0,47.0,29.0,1026.0,4.375
976,295.0,25.0,20.0,370.0,3.75
977,139.0,1.0,14.0,296.0,3.125
978,851.0,54.0,36.0,907.0,5.0
979,362.0,14.0,13.0,323.0,4.375
981,381.0,35.0,15.0,597.0,4.375
982,113.0,7.0,9.0,314.0,4.375
983,242.0,5.0,10.0,209.0,4.375
985,1009.0,59.0,65.0,937.0,4.375
987,674.0,48.0,43.0,478.0,4.375
988,242.0,1.0,6.0,14.0,5.0
989,380.0,6.0,27.0,228.0,4.375
992,1320.0,77.0,110.0,212.0,3.75
993,138.0,10.0,6.0,248.0,2.5
994,109.0,5.0,9.0,126.0,3.75
995,494.0,14.0,13.0,1088.0,3.75
996,304.0,14.0,2.0,1158.0,3.75
997,217.0,23.0,11.0,777.0,4.375
998,1014.0,5.0,109.0,5757.0,3.125
1001,415.0,18.0,10.0,327.0,3.75
1002,650.0,5.0,27.0,161.0,4.375
1003,591.0,54.0,21.0,1735.0,5.0
1004,126.0,15.0,3.0,907.0,4.375
1006,588.0,6.0,25.0,19.0,4.375
1008,359.0,5.0,23.0,211.0,3.75
1009,152.0,12.0,9.0,1305.0,4.375
1010,257.0,4.0,1.0,49.0,3.75
1012,241.0,3.0,21.0,278.0,5.0
1016,981.0,15.0,72.0,667.0,4.375
1017,514.0,10.0,28.0,1473.0,4.375
1018,198.0,4.0,11.0,165.0,4.375
1019,200.0,2.0,17.0,150.0,3.125
1020,227.0,2.0,7.0,14.0,4.375
1021,1179.0,85.0,69.0,720.0,4.375
1022,303.0,0.0,33.0,250.0,4.375
1023,740.0,13.0,33.0,488.0,5.0
1024,485.0,7.0,23.0,339.0,5.0
1029,277.0,10.0,6.0,1274.0,3.125
1030,140.0,1.0,1.0,2156.0,5.0
1031,176.0,2.0,6.0,17.0,4.375
1033,1417.0,100.0,101.0,2111.0,3.75
1034,651.0,40.0,47.0,1380.0,4.375
1035,738.0,8.0,39.0,586.0,5.0
1036,538.0,43.0,12.0,960.0,4.375
1038,804.0,12.0,51.0,614.0,3.75
1039,136.0,1.0,4.0,55.0,5.0
1041,843.0,40.0,68.0,153.0,4.375
1043,180.0,4.0,2.0,45166.0,5.0
1044,401.0,13.0,5.0,420.0,3.75
1046,806.0,96.0,37.0,3020.0,4.375
1047,301.0,24.0,18.0,114.0,3.75
1048,228.0,0.0,0.0,6.0,0.0
1049,288.0,9.0,8.0,777.0,5.0
1051,302.0,25.0,18.0,1204.0,5.0
1053,599.0,8.0,38.0,355.0,4.375
1054,289.0,34.0,8.0,101.0,4.375
1056,236.0,7.0,11.0,103.0,3.75
1057,162.0,1.0,15.0,9.0,3.75
1058,302.0,25.0,18.0,524.0,4.375
1059,265.0,11.0,14.0,471.0,4.375
1061,518.0,23.0,26.0,1079.0,3.75
1063,997.0,55.0,69.0,2019.0,3.75
1064,618.0,30.0,35.0,444.0,3.75
1065,502.0,5.0,26.0,231.0,4.375
1066,209.0,4.0,13.0,325.0,4.375
1068,587.0,16.0,29.0,92.0,3.75
1069,616.0,12.0,47.0,218.0,3.75
1071,530.0,20.0,27.0,655.0,4.375
1073,757.0,54.0,36.0,936.0,3.125
1074,295.0,8.0,9.0,113.0,3.75
1079,234.0,3.0,16.0,99.0,0.0
1080,722.0,51.0,45.0,1466.0,3.125
1081,889.0,63.0,64.0,1097.0,4.375
1083,359.0,4.0,12.0,284.0,5.0
1084,932.0,70.0,64.0,4626.0,3.75
1085,317.0,8.0,18.0,529.0,4.375
1088,232.0,7.0,1.0,556.0,4.375
1089,135.0,2.0,6.0,71.0,2.5
1090,182.0,3.0,14.0,50.0,3.125
1091,297.0,3.0,15.0,48.0,4.375
1093,276.0,2.0,9.0,12.0,3.75
1094,356.0,3.0,37.0,160.0,4.375
1096,203.0,13.0,9.0,294.0,4.375
1097,176.0,5.0,7.0,41.0,2.5
1098,179.0,4.0,8.0,78.0,4.375
1100,173.0,2.0,3.0,148.0,5.0
1101,551.0,0.0,0.0,30.0,3.75
1105,1275.0,110.0,89.0,1341.0,4.375
1106,130.0,0.0,14.0,88.0,0.0
1107,388.0,31.0,11.0,1203.0,4.375
1109,291.0,4.0,21.0,179.0,5.0
1110,643.0,22.0,48.0,982.0,4.375
1111,190.0,3.0,14.0,8.0,4.375
1113,233.0,2.0,1.0,18.0,4.375
1114,663.0,53.0,47.0,339.0,4.375
1116,131.0,12.0,7.0,572.0,3.125
1117,417.0,21.0,31.0,329.0,3.125
1118,101.0,5.0,4.0,193.0,2.5
1119,273.0,4.0,13.0,4.0,5.0
1120,930.0,43.0,31.0,1903.0,4.375
1121,183.0,5.0,1.0,50.0,3.75
1122,215.0,13.0,14.0,152.0,2.5
1123,225.0,4.0,5.0,491.0,3.75
1125,224.0,8.0,3.0,377.0,4.375
1128,193.0,12.0,10.0,598.0,4.375
1129,291.0,6.0,4.0,148.0,4.375
1130,304.0,19.0,25.0,242.0,3.125
1131,325.0,10.0,24.0,300.0,4.375
1134,353.0,39.0,7.0,1662.0,4.375
1135,1802.0,65.0,78.0,490.0,4.375
1136,108.0,4.0,7.0,38.0,4.375
1137,223.0,2.0,19.0,4.0,1.25
1138,464.0,6.0,34.0,85.0,4.375
1139,644.0,41.0,40.0,150.0,4.375
1140,708.0,60.0,50.0,601.0,4.375
1141,138.0,0.0,0.0,23.0,0.0
1142,203.0,3.0,9.0,34.0,5.0
1143,179.0,1.0,0.0,32.0,2.5
1145,446.0,38.0,30.0,772.0,3.75
1147,541.0,15.0,29.0,662.0,4.375
1150,298.0,2.0,5.0,43.0,5.0
1151,182.0,3.0,14.0,199.0,5.0
1152,1008.0,60.0,67.0,1375.0,4.375
1153,666.0,25.0,32.0,361.0,0.0
1156,304.0,5.0,19.0,128.0,4.375
1157,730.0,8.0,45.0,292.0,4.375
1159,219.0,9.0,19.0,32.0,4.375
1160,253.0,8.0,9.0,2139.0,4.375
1161,351.0,15.0,14.0,536.0,3.75
1163,659.0,41.0,53.0,461.0,3.75
1165,233.0,17.0,15.0,154.0,5.0
1166,443.0,34.0,24.0,678.0,3.125
1168,455.0,5.0,26.0,72.0,4.375
1169,189.0,4.0,4.0,253.0,3.75
1170,146.0,1.0,10.0,47.0,4.375
1172,431.0,8.0,21.0,1218.0,4.375
1173,292.0,10.0,16.0,1606.0,3.75
1175,228.0,3.0,14.0,156.0,4.375
1176,287.0,4.0,19.0,128.0,4.375
1177,603.0,36.0,41.0,1301.0,3.75
1178,166.0,2.0,8.0,150.0,3.125
1179,293.0,6.0,10.0,95.0,0.0
1180,218.0,3.0,14.0,78.0,4.375
1181,892.0,47.0,60.0,455.0,4.375
1182,249.0,8.0,3.0,362.0,4.375
1184,347.0,25.0,25.0,805.0,4.375
1185,1454.0,112.0,65.0,3365.0,4.375
1186,224.0,6.0,17.0,120.0,3.125
1187,244.0,7.0,21.0,236.0,3.75
1189,199.0,3.0,9.0,14.0,4.375
1190,137.0,11.0,8.0,78.0,3.75
1192,195.0,1.0,3.0,15.0,5.0
1193,1311.0,81.0,85.0,1222.0,4.375
1195,326.0,6.0,11.0,336.0,4.375
1196,111.0,2.0,8.0,170.0,4.375
1198,507.0,20.0,27.0,957.0,4.375
1199,625.0,42.0,30.0,1642.0,4.375
1200,799.0,19.0,44.0,351.0,3.75
1201,162.0,2.0,0.0,2872.0,0.0
1202,766.0,36.0,43.0,1330.0,4.375
1203,177.0,3.0,11.0,12.0,4.375
1204,396.0,10.0,24.0,607.0,5.0
1205,312.0,6.0,2.0,255.0,4.375
1206,510.0,51.0,20.0,926.0,4.375
1208,1193.0,43.0,99.0,1384.0,3.75
1209,631.0,9.0,37.0,307.0,3.125
1210,651.0,5.0,24.0,249.0,3.75
1211,611.0,15.0,34.0,391.0,4.375
1213,598.0,9.0,37.0,196.0,4.375
1214,300.0,15.0,15.0,94.0,3.125
1215,261.0,6.0,17.0,173.0,4.375
1220,135.0,2.0,5.0,71.0,3.75
1221,138.0,0.0,0.0,2.0,0.0
1222,296.0,9.0,23.0,283.0,4.375
1223,505.0,6.0,29.0,216.0,3.75
1225,126.0,4.0,9.0,142.0,4.375
1226,331.0,8.0,10.0,93.0,3.75
1227,328.0,38.0,16.0,555.0,3.125
1229,378.0,18.0,31.0,489.0,2.5
1231,668.0,53.0,32.0,1393.0,4.375
1232,149.0,9.0,8.0,49.0,4.375
1233,135.0,1.0,0.0,1.0,4.375
1234,321.0,12.0,18.0,537.0,3.75
1235,168.0,9.0,13.0,213.0,3.75
1236,246.0,2.0,1.0,17.0,3.75
1237,380.0,7.0,6.0,363.0,4.375
1238,831.0,10.0,66.0,212.0,4.375
1239,563.0,30.0,42.0,1414.0,4.375
1240,418.0,5.0,11.0,27.0,4.375
1241,562.0,1.0,1.0,46.0,0.0
1242,507.0,30.0,38.0,982.0,3.75
1244,351.0,23.0,24.0,1826.0,4.375
1245,880.0,69.0,56.0,250.0,4.375
1246,639.0,35.0,28.0,1155.0,5.0
1247,457.0,10.0,24.0,499.0,3.75
1248,475.0,21.0,29.0,510.0,3.75
1250,1405.0,17.0,96.0,597.0,5.0
1251,145.0,0.0,0.0,10.0,0.0
1252,136.0,0.0,0.0,2.0,0.0
1253,761.0,54.0,57.0,482.0,3.75
1254,120.0,3.0,2.0,3339.0,2.5
1256,205.0,0.0,0.0,14.0,4.375
1257,349.0,5.0,9.0,212.0,4.375
1258,198.0,29.0,6.0,805.0,3.75
1259,320.0,17.0,12.0,370.0,3.75
1261,772.0,47.0,53.0,484.0,4.375
1262,659.0,41.0,53.0,461.0,3.75
1263,170.0,3.0,4.0,1203.0,4.375
1265,284.0,5.0,9.0,313.0,3.75
1267,200.0,24.0,4.0,577.0,4.375
1269,312.0,4.0,19.0,214.0,5.0
1270,512.0,14.0,47.0,562.0,4.375
1274,146.0,5.0,9.0,76.0,3.75
1278,636.0,31.0,41.0,1774.0,3.75
1279,900.0,40.0,58.0,452.0,3.75
1280,578.0,4.0,58.0,243.0,4.375
1281,134.0,2.0,6.0,76.0,4.375
1284,196.0,5.0,10.0,400.0,4.375
1286,130.0,3.0,8.0,56.0,4.375
1287,101.0,1.0,0.0,3.0,3.75
1288,969.0,23.0,88.0,908.0,3.125
1289,471.0,7.0,26.0,440.0,4.375
1290,459.0,30.0,33.0,112.0,5.0
1291,198.0,8.0,18.0,394.0,4.375
1293,159.0,7.0,4.0,73.0,4.375
1294,529.0,38.0,38.0,319.0,4.375
1295,847.0,51.0,39.0,578.0,3.75
1296,183.0,6.0,14.0,140.0,3.75
1297,433.0,11.0,28.0,220.0,4.375
1300,202.0,8.0,13.0,469.0,5.0
1302,101.0,8.0,6.0,52.0,3.75
1305,344.0,1.0,0.0,17.0,0.0
1307,572.0,7.0,35.0,104.0,3.125
1308,181.0,1.0,0.0,5.0,5.0
1309,242.0,3.0,8.0,112.0,4.375
1310,274.0,5.0,13.0,120.0,0.0
1311,141.0,2.0,7.0,333.0,5.0
1312,942.0,62.0,64.0,1446.0,3.75
1314,277.0,15.0,7.0,47.0,3.125
1315,284.0,0.0,9.0,11.0,5.0
1318,313.0,7.0,25.0,22.0,4.375
1319,147.0,0.0,0.0,1.0,0.0
1320,313.0,17.0,15.0,484.0,3.75
1321,454.0,24.0,24.0,1167.0,3.75
1323,346.0,6.0,19.0,59.0,4.375
1324,472.0,26.0,37.0,101.0,3.75
1326,464.0,48.0,20.0,7279.0,5.0
1328,141.0,3.0,8.0,254.0,3.75
1330,594.0,32.0,35.0,485.0,4.375
1331,228.0,1.0,1.0,7.0,5.0
1332,824.0,64.0,59.0,264.0,5.0
1333,422.0,4.0,13.0,142.0,3.75
1335,128.0,1.0,0.0,1.0,5.0
1338,185.0,8.0,16.0,102.0,3.75
1343,118.0,3.0,7.0,488.0,3.75
1344,1386.0,54.0,127.0,3071.0,4.375
1345,289.0,19.0,22.0,415.0,3.125
1346,982.0,55.0,76.0,1210.0,3.75
1347,299.0,7.0,9.0,155.0,3.75
1348,304.0,1.0,12.0,9.0,3.75
1349,157.0,3.0,9.0,564.0,5.0
1350,305.0,5.0,20.0,260.0,3.75
1351,906.0,66.0,41.0,2194.0,3.75
1352,277.0,2.0,28.0,629.0,4.375
1353,296.0,6.0,7.0,512.0,5.0
1355,391.0,54.0,13.0,327.0,3.125
1356,228.0,3.0,14.0,130.0,4.375
1358,601.0,24.0,37.0,1630.0,4.375
1360,879.0,34.0,66.0,642.0,3.75
1362,169.0,1.0,16.0,132.0,3.75
1363,323.0,28.0,22.0,380.0,4.375
1364,273.0,2.0,17.0,49.0,4.375
1366,511.0,17.0,18.0,305.0,4.375
1368,865.0,31.0,74.0,1317.0,5.0
1369,794.0,38.0,48.0,1400.0,4.375
1370,347.0,37.0,8.0,1183.0,4.375
1371,254.0,10.0,17.0,50.0,3.75
1372,264.0,3.0,20.0,184.0,0.0
1373,440.0,3.0,18.0,228.0,0.0
1374,447.0,39.0,24.0,358.0,3.75
1376,798.0,59.0,50.0,1590.0,4.375
1377,302.0,8.0,10.0,385.0,4.375
1378,493.0,35.0,35.0,296.0,3.125
1379,257.0,0.0,0.0,17.0,0.0
1383,480.0,11.0,22.0,12.0,3.75
1385,349.0,12.0,19.0,33.0,3.75
1386,174.0,18.0,9.0,93.0,3.75
1388,145.0,5.0,11.0,323.0,4.375
1389,362.0,35.0,11.0,1293.0,4.375
1390,695.0,40.0,56.0,823.0,4.375
1391,776.0,48.0,64.0,702.0,4.375
1392,1102.0,81.0,72.0,505.0,3.75
1393,257.0,3.0,24.0,21.0,3.75
1394,181.0,11.0,10.0,347.0,4.375
1395,128.0,3.0,7.0,57.0,3.75
1396,337.0,8.0,28.0,302.0,5.0
1398,1005.0,56.0,76.0,536.0,0.0
1399,215.0,13.0,14.0,152.0,2.5
1401,188.0,6.0,12.0,204.0,2.5
1402,265.0,7.0,3.0,586.0,4.375
1403,215.0,8.0,9.0,281.0,4.375
1404,175.0,6.0,15.0,213.0,5.0
1405,564.0,60.0,16.0,910.0,3.75
1406,589.0,18.0,17.0,625.0,4.375
1407,441.0,40.0,21.0,5865.0,3.75
1409,981.0,42.0,38.0,1174.0,3.75
1410,145.0,1.0,10.0,2.0,4.375
1412,601.0,5.0,35.0,255.0,0.0
1414,307.0,1.0,0.0,18.0,4.375
1415,354.0,30.0,20.0,231.0,3.125
1416,186.0,2.0,17.0,368.0,4.375
1418,1715.0,97.0,96.0,3261.0,0.0
1419,245.0,4.0,7.0,237.0,3.75
1421,822.0,46.0,42.0,1835.0,3.75
1422,1855.0,83.0,148.0,1822.0,3.75
1423,494.0,11.0,28.0,290.0,3.125
1424,824.0,7.0,35.0,558.0,3.75
1425,960.0,11.0,43.0,591.0,4.375
1427,341.0,9.0,23.0,109.0,4.375
1429,253.0,7.0,15.0,235.0,4.375
1430,192.0,2.0,0.0,14.0,5.0
1433,791.0,45.0,52.0,2061.0,5.0
1434,420.0,9.0,21.0,127.0,3.75
1435,467.0,5.0,16.0,224.0,3.75
1436,178.0,1.0,10.0,132.0,4.375
1439,201.0,0.0,22.0,167.0,5.0
1440,103.0,3.0,10.0,32.0,3.75
1442,203.0,0.0,23.0,3.0,5.0
1443,426.0,10.0,13.0,399.0,3.75
1444,644.0,5.0,21.0,67.0,4.375
1446,602.0,6.0,35.0,210.0,3.125
1450,457.0,16.0,17.0,141.0,3.125
1451,144.0,3.0,4.0,185.0,4.375
1452,241.0,7.0,15.0,14.0,3.75
1454,433.0,16.0,21.0,168.0,4.375
1455,111.0,6.0,9.0,270.0,5.0
1458,699.0,40.0,25.0,1068.0,3.75
1460,182.0,2.0,18.0,442.0,3.75
1461,591.0,20.0,16.0,641.0,3.75
1462,112.0,0.0,0.0,1.0,0.0
1463,565.0,40.0,27.0,963.0,4.375
1466,178.0,2.0,18.0,162.0,5.0
1467,103.0,1.0,9.0,88.0,3.75
1468,159.0,1.0,0.0,6.0,0.0
1470,271.0,8.0,19.0,71.0,5.0
1471,439.0,15.0,30.0,912.0,3.125
1472,175.0,6.0,13.0,258.0,4.375
1474,430.0,3.0,44.0,421.0,0.0
1475,506.0,23.0,20.0,951.0,4.375
1477,1164.0,31.0,67.0,120.0,4.375
1478,539.0,27.0,42.0,762.0,4.375
1480,312.0,14.0,27.0,624.0,3.75
1481,256.0,8.0,18.0,60.0,0.0
1482,156.0,2.0,9.0,81.0,3.75
1483,733.0,10.0,41.0,1190.0,4.375
1484,579.0,11.0,40.0,282.0,5.0
1485,363.0,6.0,6.0,304.0,4.375
1486,778.0,6.0,36.0,457.0,3.75
1488,169.0,4.0,11.0,26.0,5.0
1489,142.0,0.0,0.0,10.0,3.125
1490,520.0,20.0,21.0,1002.0,4.375
1491,760.0,10.0,51.0,192.0,3.75
1492,367.0,3.0,16.0,416.0,3.75
1494,157.0,2.0,15.0,73.0,4.375
1495,635.0,8.0,34.0,286.0,4.375
1497,694.0,52.0,47.0,321.0,4.375
1498,185.0,2.0,4.0,28.0,3.75
1500,518.0,16.0,23.0,908.0,4.375
1501,656.0,38.0,50.0,153.0,4.375
1502,162.0,2.0,10.0,42.0,4.375
1505,1810.0,45.0,56.0,724.0,3.75
1506,137.0,6.0,9.0,264.0,4.375
1508,398.0,14.0,18.0,305.0,3.75
1509,219.0,4.0,18.0,325.0,4.375
1510,120.0,5.0,6.0,235.0,4.375
1512,779.0,70.0,30.0,468.0,4.375
1513,624.0,49.0,19.0,1920.0,3.75
1516,389.0,30.0,24.0,480.0,4.375
1518,1057.0,56.0,59.0,1178.0,4.375
1520,457.0,17.0,15.0,285.0,4.375
1521,340.0,3.0,31.0,281.0,0.0
1522,302.0,0.0,0.0,3.0,4.375
1524,858.0,21.0,42.0,980.0,3.75
1525,295.0,25.0,20.0,370.0,3.75
1527,348.0,1.0,35.0,1222.0,4.375
1529,224.0,4.0,12.0,92.0,4.375
1530,216.0,2.0,10.0,395.0,0.0
1532,505.0,4.0,20.0,149.0,4.375
1533,517.0,20.0,25.0,331.0,3.75
1534,206.0,8.0,13.0,320.0,4.375
1536,473.0,11.0,23.0,368.0,5.0
1538,321.0,7.0,25.0,997.0,4.375
1539,1478.0,81.0,79.0,477.0,3.75
1540,1387.0,106.0,97.0,399.0,3.75
1541,890.0,43.0,68.0,426.0,4.375
1543,410.0,1.0,3.0,41.0,4.375
1544,477.0,8.0,25.0,245.0,0.0
1546,176.0,1.0,0.0,4.0,5.0
1547,484.0,41.0,20.0,1307.0,4.375
1549,490.0,18.0,33.0,116.0,0.0
1550,218.0,4.0,9.0,301.0,4.375
1551,181.0,4.0,7.0,271.0,4.375
1552,282.0,11.0,22.0,474.0,4.375
1553,262.0,1.0,0.0,12.0,5.0
1554,1171.0,100.0,28.0,3428.0,3.75
1555,221.0,19.0,9.0,216.0,4.375
1556,490.0,3.0,15.0,80.0,0.0
1557,425.0,9.0,20.0,660.0,4.375
1558,277.0,12.0,23.0,489.0,5.0
1559,760.0,23.0,13.0,1196.0,5.0
1563,655.0,16.0,49.0,436.0,4.375
1565,418.0,6.0,42.0,1264.0,0.0
1566,146.0,2.0,12.0,130.0,3.125
1569,1436.0,152.0,68.0,2546.0,4.375
1570,261.0,6.0,18.0,389.0,1.25
1571,517.0,58.0,10.0,2020.0,2.5
1572,236.0,1.0,1.0,5.0,3.125
1576,845.0,90.0,44.0,1288.0,4.375
1577,908.0,65.0,25.0,3173.0,4.375
1578,759.0,42.0,46.0,2482.0,3.75
1579,261.0,4.0,11.0,71.0,2.5
1580,407.0,13.0,26.0,481.0,5.0
1582,313.0,7.0,4.0,266.0,4.375
1583,555.0,39.0,39.0,562.0,4.375
1586,227.0,31.0,7.0,479.0,4.375
1587,1461.0,119.0,55.0,14276.0,0.0
1588,170.0,2.0,6.0,4.0,5.0
1589,1750.0,79.0,135.0,1645.0,3.75
1590,492.0,60.0,18.0,1128.0,4.375
1591,318.0,6.0,11.0,101.0,4.375
1594,706.0,9.0,53.0,82.0,3.75
1596,1245.0,60.0,97.0,495.0,4.375
1597,140.0,0.0,0.0,3.0,0.0
1598,511.0,30.0,25.0,2161.0,4.375
1599,226.0,3.0,16.0,35.0,3.125
1601,259.0,3.0,20.0,55.0,5.0
1602,285.0,14.0,18.0,255.0,5.0
1603,161.0,5.0,11.0,1028.0,2.5
1605,517.0,5.0,17.0,69.0,4.375
1606,289.0,19.0,22.0,415.0,3.125
1608,125.0,0.0,5.0,7.0,0.0
1609,280.0,8.0,15.0,552.0,1.875
1610,181.0,7.0,7.0,351.0,4.375
1612,315.0,10.0,11.0,72.0,4.375
1613,468.0,5.0,14.0,89.0,4.375
1615,232.0,3.0,15.0,34.0,4.375
1616,1214.0,60.0,95.0,472.0,3.75
1618,660.0,15.0,42.0,480.0,4.375
1619,631.0,29.0,40.0,333.0,4.375
1620,376.0,9.0,5.0,1676.0,3.75
1622,117.0,2.0,2.0,142.0,3.125
1623,563.0,6.0,50.0,314.0,3.75
1625,169.0,1.0,18.0,180.0,4.375
1626,452.0,24.0,36.0,712.0,5.0
1627,103.0,1.0,0.0,4.0,4.375
1629,419.0,8.0,16.0,285.0,3.125
1630,119.0,0.0,0.0,5.0,5.0
1631,537.0,6.0,22.0,273.0,0.0
1632,493.0,22.0,38.0,1835.0,5.0
1636,276.0,5.0,19.0,62.0,4.375
1637,698.0,52.0,50.0,959.0,3.75
1639,274.0,10.0,18.0,321.0,4.375
1640,136.0,5.0,5.0,232.0,3.75
1641,447.0,28.0,28.0,680.0,4.375
1643,249.0,3.0,6.0,337.0,4.375
1645,431.0,15.0,36.0,602.0,3.75
1646,295.0,17.0,16.0,458.0,3.75
1647,539.0,21.0,22.0,782.0,3.75
1649,296.0,3.0,1.0,4.0,4.375
1651,252.0,16.0,4.0,323.0,4.375
1653,209.0,0.0,0.0,2.0,5.0
1655,701.0,12.0,44.0,100.0,4.375
1656,336.0,17.0,20.0,615.0,4.375
1657,244.0,3.0,18.0,14.0,4.375
1658,1765.0,175.0,103.0,16056.0,5.0
1659,444.0,42.0,25.0,114.0,3.75
1660,253.0,7.0,9.0,191.0,4.375
1661,371.0,35.0,17.0,730.0,4.375
1662,228.0,0.0,0.0,1.0,0.0
1663,708.0,27.0,35.0,717.0,4.375
1664,180.0,10.0,4.0,129.0,3.75
1665,428.0,17.0,10.0,676.0,0.0
1667,144.0,17.0,5.0,703.0,4.375
1668,302.0,4.0,24.0,202.0,1.875
1670,193.0,4.0,5.0,238.0,4.375
1671,123.0,1.0,10.0,52.0,0.0
1672,333.0,5.0,14.0,134.0,0.0
1673,446.0,23.0,4.0,18.0,3.125
1677,178.0,4.0,15.0,590.0,0.0
1678,275.0,13.0,24.0,272.0,4.375
1679,918.0,75.0,64.0,286.0,4.375
1680,144.0,12.0,7.0,136.0,0.0
1681,311.0,12.0,20.0,577.0,5.0
1683,141.0,2.0,7.0,303.0,4.375
1684,552.0,6.0,37.0,166.0,4.375
1686,1455.0,53.0,125.0,2006.0,5.0
1687,779.0,32.0,66.0,352.0,3.125
1691,1377.0,74.0,82.0,424.0,3.75
1693,251.0,17.0,17.0,317.0,4.375
1695,876.0,81.0,47.0,3341.0,4.375
1696,1033.0,73.0,75.0,2128.0,5.0
1697,444.0,2.0,0.0,4.0,4.375
1699,258.0,26.0,9.0,407.0,4.375
1700,180.0,2.0,15.0,26.0,5.0
1701,214.0,13.0,12.0,911.0,4.375
1703,144.0,0.0,0.0,9.0,3.75
1704,765.0,105.0,22.0,1640.0,3.75
1705,873.0,98.0,19.0,1403.0,4.375
1706,123.0,3.0,2.0,41.0,1.25
1707,829.0,20.0,81.0,1363.0,4.375
1709,1207.0,70.0,88.0,199.0,3.75
1710,206.0,2.0,5.0,75.0,3.75
1711,493.0,7.0,30.0,159.0,5.0
1712,303.0,2.0,18.0,87.0,0.0
1714,428.0,37.0,17.0,443.0,4.375
1716,167.0,1.0,17.0,124.0,3.75
1718,259.0,14.0,20.0,358.0,4.375
1720,486.0,38.0,26.0,1348.0,3.75
1721,175.0,3.0,1.0,739.0,3.75
1722,465.0,25.0,32.0,881.0,3.75
1723,639.0,14.0,32.0,80.0,3.75
1724,326.0,1.0,0.0,4.0,4.375
1725,504.0,19.0,21.0,797.0,4.375
1726,502.0,30.0,13.0,1797.0,3.125
1727,449.0,6.0,27.0,158.0,3.75
1729,484.0,66.0,11.0,1564.0,4.375
1730,145.0,0.0,4.0,2.0,3.125
1731,1155.0,68.0,42.0,996.0,3.75
1732,182.0,2.0,18.0,442.0,3.75
1733,383.0,4.0,22.0,317.0,3.75
1734,185.0,3.0,15.0,34.0,4.375
1735,218.0,3.0,15.0,111.0,4.375
1736,515.0,7.0,33.0,203.0,3.75
1737,335.0,22.0,13.0,180.0,0.0
1738,1031.0,15.0,72.0,485.0,5.0
1739,226.0,2.0,0.0,9.0,4.375
1741,522.0,30.0,16.0,474.0,3.125
1742,357.0,12.0,31.0,339.0,4.375
1743,513.0,37.0,30.0,1112.0,3.75
1745,548.0,48.0,35.0,703.0,4.375
1746,296.0,31.0,18.0,95.0,3.75
