,calories,protein,fat,sodium,rating
8477,803.0,11.0,27.0,270.0,3.75
8478,824.0,78.0,31.0,3030.0,5.0
8480,730.0,4.0,8.0,29.0,3.125
8481,153.0,1.0,3.0,149.0,4.375
8482,180.0,13.0,11.0,530.0,3.75
8483,241.0,9.0,13.0,378.0,4.375
8484,141.0,3.0,6.0,325.0,3.125
8486,321.0,7.0,9.0,108.0,4.375
8487,975.0,45.0,43.0,2209.0,3.75
8488,563.0,19.0,40.0,1000.0,3.75
8489,206.0,5.0,9.0,43.0,1.25
8490,963.0,70.0,72.0,702.0,4.375
8494,562.0,23.0,44.0,412.0,4.375
8495,426.0,11.0,21.0,562.0,4.375
8497,1446.0,12.0,87.0,204.0,3.75
8498,208.0,5.0,9.0,3.0,4.375
8499,256.0,6.0,19.0,327.0,4.375
8500,714.0,20.0,16.0,435.0,3.75
8501,616.0,8.0,32.0,408.0,4.375
8502,327.0,8.0,6.0,299.0,5.0
8503,494.0,6.0,25.0,358.0,3.75
8505,402.0,1.0,40.0,17.0,1.875
8507,1222.0,17.0,68.0,483.0,3.75
8509,440.0,34.0,31.0,237.0,4.375
8510,325.0,8.0,13.0,361.0,3.75
8512,579.0,35.0,38.0,896.0,4.375
8513,311.0,22.0,24.0,97.0,4.375
8515,151.0,2.0,6.0,87.0,4.375
8516,253.0,0.0,0.0,3.0,0.0
8519,395.0,11.0,12.0,657.0,5.0
8520,510.0,36.0,16.0,627.0,4.375
8523,424.0,31.0,26.0,1739.0,3.75
8524,218.0,27.0,11.0,392.0,3.125
8526,110.0,10.0,7.0,157.0,4.375
8527,579.0,10.0,31.0,232.0,4.375
8529,941.0,13.0,64.0,67.0,5.0
8530,534.0,70.0,23.0,1356.0,3.75
8531,217.0,4.0,10.0,698.0,4.375
8532,162.0,5.0,4.0,60.0,1.25
8536,158.0,11.0,6.0,740.0,3.75
8537,659.0,41.0,53.0,461.0,3.75
8540,279.0,7.0,18.0,111.0,4.375
8541,192.0,4.0,10.0,66.0,4.375
8542,417.0,5.0,11.0,43.0,4.375
8543,502.0,5.0,17.0,70.0,4.375
8545,397.0,1.0,43.0,279.0,4.375
8546,297.0,3.0,29.0,193.0,3.75
8547,140.0,2.0,0.0,5.0,5.0
8549,199.0,2.0,5.0,245.0,3.125
8550,372.0,5.0,23.0,187.0,3.125
8551,284.0,14.0,10.0,283.0,4.375
8552,232.0,4.0,9.0,52.0,5.0
8553,1134.0,5.0,1.0,80.0,3.125
8556,142.0,9.0,7.0,606.0,3.75
8557,218.0,5.0,18.0,64.0,4.375
8558,221.0,3.0,22.0,107.0,3.75
8559,129.0,1.0,11.0,12.0,5.0
8560,520.0,5.0,34.0,53.0,3.75
8561,1873.0,29.0,37.0,526.0,0.0
8562,240.0,5.0,12.0,284.0,4.375
8565,209.0,3.0,4.0,224.0,3.125
8567,259.0,3.0,13.0,46.0,4.375
8570,647.0,43.0,46.0,222.0,3.75
8571,147.0,2.0,0.0,413.0,2.5
8572,305.0,1.0,0.0,7.0,3.75
8574,175.0,3.0,7.0,410.0,3.75
8575,391.0,55.0,17.0,125.0,3.75
8576,212.0,6.0,3.0,241.0,2.5
8577,147.0,2.0,1.0,31.0,4.375
8578,240.0,33.0,3.0,283.0,3.75
8580,1730.0,129.0,111.0,6212.0,4.375
8581,1418.0,144.0,80.0,1891.0,4.375
8582,294.0,6.0,21.0,105.0,4.375
8583,162.0,3.0,1.0,35.0,5.0
8584,683.0,51.0,38.0,460.0,3.75
8585,372.0,3.0,13.0,46.0,3.75
8586,256.0,3.0,27.0,580.0,4.375
8588,485.0,50.0,20.0,1920.0,4.375
8589,1106.0,176.0,36.0,706.0,4.375
8590,784.0,36.0,70.0,394.0,4.375
8591,1405.0,17.0,96.0,597.0,4.375
8592,182.0,6.0,17.0,272.0,5.0
8594,480.0,13.0,28.0,697.0,4.375
8595,647.0,37.0,54.0,325.0,4.375
8597,212.0,13.0,17.0,353.0,4.375
8599,206.0,3.0,13.0,249.0,3.125
8600,363.0,8.0,5.0,317.0,5.0
8601,1220.0,24.0,83.0,1100.0,3.125
8602,865.0,7.0,32.0,653.0,3.75
8603,222.0,3.0,8.0,394.0,5.0
8604,972.0,46.0,69.0,512.0,5.0
8606,171.0,7.0,14.0,279.0,3.75
8607,167.0,1.0,8.0,10.0,0.0
8608,1589.0,36.0,137.0,2153.0,5.0
8610,470.0,4.0,13.0,202.0,3.75
8613,504.0,71.0,13.0,471.0,3.75
8614,443.0,11.0,1.0,7032.0,2.5
8616,289.0,25.0,15.0,973.0,3.75
8617,229.0,1.0,19.0,417.0,4.375
8620,310.0,1.0,0.0,22.0,5.0
8622,447.0,12.0,14.0,106.0,4.375
8623,161.0,0.0,18.0,7.0,3.75
8626,1484.0,44.0,132.0,477.0,4.375
8627,248.0,4.0,10.0,391.0,3.75
8628,150.0,4.0,9.0,212.0,3.75
8629,120.0,16.0,6.0,139.0,4.375
8630,604.0,25.0,24.0,1906.0,4.375
8631,195.0,3.0,18.0,633.0,4.375
8632,133.0,3.0,4.0,272.0,1.875
8633,228.0,6.0,10.0,143.0,4.375
8636,428.0,5.0,36.0,802.0,3.125
8637,299.0,5.0,14.0,730.0,0.0
8638,981.0,65.0,32.0,2057.0,4.375
8639,191.0,1.0,0.0,3.0,5.0
8641,243.0,15.0,12.0,378.0,4.375
8643,1116.0,85.0,74.0,477.0,4.375
8645,122.0,0.0,0.0,1.0,0.0
8646,168.0,2.0,1.0,1493.0,4.375
8648,778.0,32.0,55.0,1619.0,3.75
8649,232.0,5.0,7.0,452.0,0.0
8652,213.0,4.0,9.0,787.0,4.375
8653,736.0,5.0,38.0,224.0,2.5
8654,222.0,3.0,6.0,136.0,3.75
8656,359.0,4.0,15.0,303.0,4.375
8657,230.0,1.0,1.0,1.0,3.75
8658,153.0,3.0,13.0,354.0,5.0
8659,268.0,42.0,10.0,77.0,3.125
8660,151.0,2.0,6.0,85.0,4.375
8664,1120.0,66.0,73.0,245.0,3.75
8665,280.0,4.0,24.0,40.0,3.75
8666,501.0,24.0,42.0,1212.0,3.75
8667,1241.0,81.0,94.0,304.0,5.0
8670,516.0,62.0,16.0,409.0,4.375
8671,650.0,36.0,30.0,1980.0,5.0
8672,187.0,12.0,9.0,1153.0,4.375
8673,470.0,8.0,15.0,206.0,0.0
8675,223.0,5.0,8.0,296.0,0.0
8676,469.0,7.0,28.0,669.0,4.375
8677,789.0,16.0,43.0,103.0,0.0
8678,274.0,1.0,29.0,524.0,5.0
8679,527.0,23.0,26.0,333.0,4.375
8680,235.0,9.0,9.0,296.0,3.75
8682,838.0,73.0,57.0,1099.0,5.0
8683,984.0,37.0,43.0,1120.0,4.375
8685,510.0,9.0,35.0,298.0,3.75
8687,126.0,1.0,11.0,130.0,3.75
8689,238.0,2.0,0.0,440.0,5.0
8692,1043.0,84.0,75.0,1041.0,3.75
8693,903.0,30.0,80.0,235.0,4.375
8694,169.0,5.0,6.0,5.0,4.375
8695,175.0,9.0,9.0,119.0,3.75
8696,298.0,21.0,11.0,1806.0,3.75
8697,180.0,29.0,6.0,131.0,0.0
8698,469.0,35.0,36.0,102.0,3.75
8699,634.0,59.0,42.0,161.0,3.125
8700,890.0,16.0,31.0,177.0,3.75
8703,246.0,2.0,0.0,8.0,4.375
8704,239.0,5.0,11.0,29.0,3.75
8705,222.0,8.0,9.0,53.0,3.75
8706,140.0,6.0,5.0,228.0,4.375
8707,181.0,12.0,5.0,634.0,4.375
8708,1017.0,32.0,53.0,1676.0,3.75
8709,454.0,9.0,25.0,77.0,2.5
8710,813.0,18.0,55.0,232.0,4.375
8712,645.0,6.0,13.0,113.0,3.125
8714,216.0,1.0,0.0,7.0,5.0
8716,1405.0,36.0,121.0,854.0,4.375
8717,202.0,5.0,0.0,1844.0,5.0
8718,374.0,4.0,26.0,48.0,4.375
8722,352.0,6.0,5.0,68.0,0.0
8723,251.0,24.0,15.0,490.0,2.5
8724,311.0,23.0,20.0,97.0,2.5
8725,472.0,30.0,35.0,136.0,4.375
8726,248.0,0.0,27.0,321.0,3.75
8727,260.0,8.0,11.0,223.0,4.375
8728,267.0,3.0,16.0,146.0,4.375
8730,638.0,22.0,52.0,883.0,4.375
8732,165.0,7.0,10.0,80.0,4.375
8733,311.0,1.0,26.0,10.0,5.0
8736,520.0,6.0,35.0,320.0,4.375
8737,319.0,8.0,17.0,56.0,4.375
8738,520.0,13.0,35.0,246.0,3.75
8739,369.0,2.0,0.0,7.0,4.375
8741,176.0,0.0,0.0,8.0,5.0
8743,341.0,5.0,18.0,453.0,4.375
8744,251.0,4.0,15.0,268.0,3.125
8745,538.0,6.0,23.0,788.0,4.375
8747,147.0,4.0,10.0,31.0,3.75
8748,763.0,34.0,23.0,583.0,3.125
8750,667.0,46.0,31.0,749.0,4.375
8751,274.0,3.0,16.0,148.0,4.375
8752,339.0,8.0,17.0,66.0,3.125
8754,453.0,14.0,14.0,28.0,4.375
8756,298.0,7.0,19.0,97.0,4.375
8758,169.0,4.0,8.0,271.0,4.375
8759,1234.0,39.0,99.0,151.0,5.0
8761,345.0,11.0,25.0,340.0,4.375
8762,1198.0,103.0,33.0,2473.0,4.375
8766,1677.0,152.0,104.0,752.0,4.375
8767,247.0,0.0,27.0,1.0,1.25
8768,995.0,111.0,51.0,4303.0,4.375
8769,374.0,36.0,23.0,902.0,3.75
8771,1161.0,64.0,98.0,1404.0,3.75
8773,275.0,4.0,21.0,887.0,3.75
8774,564.0,35.0,45.0,151.0,3.75
8775,428.0,3.0,37.0,280.0,4.375
8776,398.0,5.0,20.0,145.0,5.0
8777,663.0,47.0,44.0,996.0,4.375
8778,352.0,49.0,12.0,1319.0,4.375
8779,237.0,16.0,16.0,162.0,4.375
8780,144.0,2.0,11.0,41.0,3.125
8782,676.0,42.0,48.0,1216.0,3.75
8783,445.0,7.0,17.0,182.0,4.375
8786,690.0,8.0,51.0,359.0,4.375
8787,157.0,3.0,10.0,13.0,2.5
8788,626.0,54.0,40.0,292.0,3.75
8789,155.0,1.0,0.0,18.0,3.75
8790,323.0,4.0,21.0,98.0,4.375
8791,194.0,17.0,11.0,683.0,4.375
8792,586.0,16.0,15.0,604.0,1.875
8793,215.0,3.0,14.0,63.0,4.375
8795,409.0,12.0,28.0,274.0,4.375
8796,193.0,14.0,9.0,451.0,3.75
8797,1029.0,75.0,69.0,719.0,3.75
8799,113.0,1.0,8.0,16.0,4.375
8802,1791.0,17.0,111.0,1745.0,3.75
8804,460.0,12.0,31.0,373.0,3.75
8806,1116.0,10.0,69.0,550.0,4.375
8807,223.0,6.0,10.0,219.0,3.75
8808,363.0,4.0,12.0,119.0,4.375
8809,191.0,2.0,9.0,78.0,3.75
8811,176.0,12.0,7.0,1353.0,4.375
8815,588.0,37.0,46.0,159.0,4.375
8816,523.0,27.0,16.0,672.0,4.375
8817,367.0,1.0,0.0,6.0,3.75
8819,116.0,2.0,10.0,344.0,5.0
8820,218.0,7.0,11.0,202.0,3.75
8821,221.0,8.0,19.0,196.0,3.75
8822,480.0,9.0,24.0,834.0,3.75
8823,164.0,4.0,2.0,30.0,5.0
8824,1222.0,53.0,112.0,2166.0,4.375
8825,507.0,15.0,20.0,77.0,0.0
8826,128.0,0.0,0.0,3.0,0.0
8828,663.0,6.0,29.0,319.0,0.0
8830,350.0,22.0,18.0,680.0,3.125
8833,122.0,1.0,12.0,142.0,5.0
8834,376.0,6.0,22.0,14.0,3.75
8835,332.0,7.0,16.0,123.0,4.375
8837,619.0,22.0,31.0,323.0,4.375
8839,207.0,2.0,5.0,33.0,3.75
8840,756.0,54.0,24.0,544.0,4.375
8841,614.0,42.0,37.0,216.0,3.75
8843,685.0,9.0,44.0,52.0,4.375
8846,177.0,7.0,5.0,300.0,4.375
8848,152.0,0.0,0.0,7.0,2.5
8850,338.0,5.0,20.0,200.0,5.0
8855,713.0,26.0,40.0,650.0,4.375
8856,905.0,9.0,50.0,693.0,4.375
8857,130.0,0.0,0.0,12.0,3.75
8858,572.0,5.0,34.0,94.0,4.375
8859,584.0,32.0,47.0,124.0,4.375
8860,616.0,29.0,31.0,591.0,3.75
8862,411.0,19.0,19.0,521.0,0.0
8863,337.0,12.0,12.0,387.0,3.75
8865,906.0,11.0,63.0,100.0,4.375
8866,183.0,2.0,16.0,8.0,4.375
8867,394.0,7.0,13.0,205.0,4.375
8868,624.0,9.0,28.0,405.0,4.375
8869,490.0,12.0,38.0,606.0,3.75
8870,296.0,8.0,22.0,351.0,4.375
8872,162.0,0.0,18.0,0.0,2.5
8874,253.0,15.0,16.0,334.0,4.375
8877,551.0,2.0,58.0,150.0,3.125
8880,382.0,8.0,10.0,595.0,3.75
8881,321.0,6.0,19.0,133.0,0.0
8882,211.0,16.0,13.0,497.0,4.375
8883,828.0,32.0,30.0,668.0,4.375
8885,418.0,21.0,19.0,1219.0,4.375
8888,205.0,4.0,19.0,265.0,4.375
8890,292.0,8.0,16.0,253.0,0.0
8892,304.0,4.0,21.0,136.0,3.75
8893,961.0,9.0,45.0,601.0,4.375
8895,742.0,22.0,33.0,654.0,3.75
8899,965.0,63.0,76.0,1126.0,4.375
8901,180.0,8.0,10.0,438.0,4.375
8902,139.0,1.0,7.0,23.0,3.75
8903,403.0,4.0,12.0,272.0,4.375
8904,174.0,3.0,12.0,38.0,3.75
8906,264.0,9.0,23.0,269.0,0.0
8909,490.0,5.0,29.0,184.0,3.125
8911,481.0,11.0,24.0,1443.0,3.75
8912,1288.0,68.0,76.0,1192.0,3.125
8913,857.0,29.0,22.0,74.0,3.75
8915,139.0,2.0,1.0,2.0,4.375
8917,553.0,38.0,26.0,1220.0,4.375
8919,1845.0,87.0,152.0,1731.0,4.375
8920,626.0,9.0,33.0,360.0,4.375
8921,666.0,70.0,40.0,1029.0,4.375
8922,874.0,11.0,26.0,812.0,4.375
8927,974.0,122.0,48.0,3152.0,3.75
8929,308.0,2.0,29.0,383.0,4.375
8930,176.0,11.0,9.0,379.0,4.375
8934,327.0,25.0,21.0,1503.0,4.375
8935,1216.0,57.0,63.0,1934.0,3.75
8937,305.0,3.0,13.0,143.0,5.0
8938,404.0,5.0,41.0,514.0,4.375
8939,569.0,35.0,30.0,1207.0,4.375
8941,724.0,21.0,46.0,611.0,4.375
8942,729.0,6.0,71.0,71.0,4.375
8943,261.0,3.0,12.0,47.0,4.375
8944,385.0,18.0,12.0,571.0,4.375
8946,714.0,8.0,56.0,170.0,4.375
8948,467.0,17.0,39.0,693.0,3.75
8949,220.0,18.0,8.0,879.0,3.75
8950,528.0,66.0,18.0,1378.0,3.75
8951,383.0,18.0,10.0,845.0,3.75
8953,492.0,5.0,20.0,204.0,4.375
8955,248.0,12.0,10.0,611.0,4.375
8956,118.0,4.0,9.0,4.0,3.125
8959,831.0,151.0,18.0,623.0,4.375
8960,1099.0,75.0,73.0,1093.0,3.75
8962,306.0,18.0,16.0,865.0,3.75
8963,651.0,23.0,55.0,415.0,4.375
8964,211.0,0.0,24.0,87.0,3.75
8965,1183.0,14.0,35.0,347.0,5.0
8968,843.0,44.0,48.0,1584.0,4.375
8969,304.0,10.0,14.0,89.0,3.125
8970,341.0,4.0,21.0,105.0,3.75
8971,922.0,106.0,48.0,1479.0,5.0
8973,362.0,6.0,6.0,76.0,3.75
8976,506.0,7.0,20.0,204.0,3.75
8980,124.0,4.0,9.0,695.0,5.0
8981,251.0,3.0,14.0,170.0,4.375
8983,572.0,13.0,49.0,681.0,4.375
8984,117.0,0.0,0.0,0.0,0.0
8985,482.0,0.0,54.0,2.0,3.125
8986,582.0,35.0,23.0,716.0,4.375
8987,227.0,12.0,15.0,23061.0,2.5
8988,666.0,44.0,40.0,807.0,4.375
8989,867.0,23.0,82.0,1620.0,3.75
8991,543.0,5.0,24.0,97.0,0.0
8992,881.0,34.0,64.0,2050.0,4.375
8993,251.0,1.0,1.0,22.0,4.375
8995,180.0,0.0,0.0,1.0,0.0
8997,247.0,4.0,21.0,137.0,4.375
8998,564.0,20.0,35.0,1037.0,2.5
8999,117.0,0.0,0.0,11.0,4.375
9000,458.0,37.0,21.0,1299.0,4.375
9001,102.0,1.0,0.0,43.0,3.75
9002,232.0,9.0,9.0,396.0,3.75
9003,139.0,4.0,7.0,59.0,0.0
9005,393.0,19.0,21.0,914.0,4.375
9006,338.0,14.0,14.0,731.0,3.75
9008,281.0,1.0,0.0,9.0,5.0
9009,1648.0,37.0,103.0,1566.0,4.375
9010,841.0,50.0,71.0,253.0,4.375
9011,920.0,26.0,52.0,1611.0,3.125
9012,593.0,24.0,37.0,841.0,4.375
9013,122.0,2.0,5.0,243.0,5.0
9014,223.0,32.0,8.0,679.0,5.0
9015,305.0,24.0,18.0,816.0,4.375
9016,378.0,7.0,35.0,357.0,3.125
9018,260.0,0.0,0.0,18.0,5.0
9020,165.0,8.0,13.0,284.0,4.375
9021,457.0,4.0,20.0,202.0,3.75
9022,422.0,27.0,21.0,746.0,4.375
9023,571.0,5.0,34.0,293.0,0.0
9024,835.0,48.0,46.0,1270.0,3.125
9026,233.0,6.0,11.0,295.0,4.375
9029,323.0,3.0,34.0,28.0,4.375
9030,887.0,7.0,26.0,140.0,2.5
9031,737.0,46.0,42.0,1187.0,4.375
9033,133.0,0.0,3.0,7.0,0.0
9034,549.0,15.0,44.0,887.0,3.75
9035,385.0,18.0,12.0,571.0,4.375
9036,567.0,42.0,30.0,1118.0,4.375
9037,1030.0,22.0,93.0,1623.0,2.5
9038,187.0,1.0,9.0,26.0,5.0
9039,396.0,13.0,29.0,455.0,4.375
9040,281.0,5.0,11.0,195.0,4.375
9042,416.0,8.0,35.0,105.0,3.75
9043,662.0,36.0,53.0,196.0,3.125
9044,661.0,29.0,47.0,430.0,3.125
9045,201.0,3.0,12.0,452.0,5.0
9046,369.0,6.0,14.0,323.0,4.375
9047,462.0,12.0,35.0,928.0,0.0
9048,305.0,22.0,8.0,62.0,4.375
9050,511.0,21.0,26.0,663.0,4.375
9051,555.0,31.0,14.0,1009.0,3.75
9052,379.0,18.0,26.0,473.0,4.375
9053,117.0,0.0,0.0,1.0,3.125
9054,740.0,1.0,10.0,16.0,3.75
9055,175.0,5.0,14.0,568.0,4.375
9056,594.0,61.0,27.0,1548.0,3.75
9057,385.0,5.0,20.0,258.0,4.375
9058,485.0,7.0,21.0,391.0,4.375
9059,379.0,17.0,28.0,510.0,3.75
9060,553.0,7.0,30.0,153.0,3.75
9061,664.0,9.0,36.0,156.0,3.75
9062,222.0,4.0,11.0,24.0,3.75
9065,327.0,5.0,14.0,168.0,5.0
9066,1763.0,191.0,98.0,592.0,4.375
9067,386.0,2.0,42.0,74.0,4.375
9068,179.0,4.0,15.0,235.0,4.375
9069,183.0,13.0,13.0,180.0,3.75
9070,545.0,4.0,20.0,139.0,4.375
9072,233.0,3.0,12.0,43.0,3.125
9073,538.0,15.0,29.0,252.0,4.375
9074,241.0,7.0,6.0,124.0,3.75
9075,881.0,74.0,63.0,1586.0,5.0
9076,352.0,4.0,23.0,164.0,3.75
9077,568.0,58.0,25.0,262.0,4.375
9078,1793.0,216.0,89.0,1526.0,5.0
9079,236.0,11.0,16.0,661.0,4.375
9080,291.0,1.0,0.0,5.0,3.75
9082,367.0,3.0,4.0,40.0,5.0
9084,557.0,45.0,24.0,1445.0,3.75
9085,757.0,9.0,51.0,213.0,4.375
9086,326.0,4.0,17.0,156.0,4.375
9087,142.0,2.0,1.0,14.0,4.375
9088,830.0,35.0,47.0,1680.0,3.75
9089,570.0,9.0,21.0,374.0,4.375
9090,261.0,9.0,17.0,148.0,3.75
9091,166.0,2.0,6.0,542.0,3.75
9092,600.0,23.0,16.0,245.0,3.75
9093,617.0,58.0,32.0,336.0,4.375
9094,1040.0,74.0,69.0,264.0,4.375
9098,123.0,4.0,7.0,828.0,4.375
9100,1775.0,64.0,133.0,194.0,4.375
9101,301.0,1.0,0.0,13.0,0.0
9102,1082.0,126.0,55.0,5313.0,5.0
9103,360.0,3.0,30.0,123.0,3.75
9105,284.0,11.0,10.0,867.0,3.75
9106,848.0,4.0,9.0,368.0,3.75
9107,268.0,6.0,16.0,604.0,3.125
9109,178.0,5.0,13.0,80.0,4.375
9110,227.0,8.0,9.0,157.0,4.375
9111,262.0,4.0,0.0,55.0,0.0
9112,1878.0,70.0,170.0,1725.0,4.375
9115,660.0,34.0,44.0,654.0,4.375
9118,144.0,5.0,11.0,342.0,3.125
9121,760.0,15.0,27.0,1030.0,4.375
9122,590.0,46.0,30.0,11416.0,3.75
9123,129.0,4.0,10.0,260.0,3.125
9124,1158.0,63.0,56.0,2238.0,4.375
9127,270.0,0.0,6.0,9.0,1.25
9128,456.0,49.0,21.0,5766.0,4.375
9130,870.0,37.0,36.0,599.0,3.125
9131,219.0,4.0,2.0,130.0,3.75
9133,199.0,1.0,1.0,7.0,3.75
9134,959.0,82.0,58.0,2082.0,4.375
9135,558.0,21.0,34.0,708.0,3.125
9137,510.0,20.0,39.0,849.0,4.375
9139,358.0,3.0,21.0,21.0,4.375
9140,756.0,15.0,21.0,700.0,4.375
9142,1467.0,58.0,112.0,1926.0,4.375
9145,120.0,2.0,6.0,366.0,4.375
9149,268.0,9.0,12.0,364.0,3.75
9151,146.0,4.0,4.0,343.0,3.75
9152,162.0,1.0,0.0,6.0,0.0
9155,709.0,9.0,37.0,482.0,3.75
9156,353.0,25.0,19.0,859.0,4.375
9158,317.0,7.0,18.0,271.0,4.375
9159,274.0,6.0,16.0,27.0,4.375
9161,196.0,6.0,14.0,117.0,4.375
9162,492.0,10.0,32.0,358.0,4.375
9165,321.0,2.0,1.0,31.0,3.125
9167,353.0,9.0,31.0,337.0,4.375
9168,202.0,15.0,8.0,396.0,5.0
9170,108.0,0.0,0.0,4.0,0.0
9171,263.0,1.0,28.0,49.0,3.125
9172,934.0,40.0,12.0,1667.0,4.375
9173,1443.0,100.0,106.0,1316.0,4.375
9175,113.0,2.0,1.0,27.0,3.75
9176,1770.0,310.0,31.0,12845.0,5.0
9177,234.0,1.0,1.0,4.0,4.375
9178,1647.0,104.0,106.0,573.0,4.375
9179,359.0,27.0,20.0,91.0,3.75
9181,753.0,41.0,56.0,1762.0,4.375
9182,1069.0,161.0,29.0,1616.0,4.375
9184,348.0,11.0,15.0,147.0,3.75
9186,177.0,1.0,14.0,3.0,3.125
9187,474.0,4.0,27.0,226.0,4.375
9188,1597.0,25.0,152.0,1464.0,0.0
9190,633.0,19.0,22.0,264.0,3.75
9192,436.0,19.0,27.0,589.0,4.375
9193,612.0,14.0,38.0,31.0,0.0
9194,934.0,14.0,65.0,6369.0,0.0
9195,791.0,10.0,50.0,2550.0,4.375
9196,574.0,48.0,32.0,720.0,3.75
9197,291.0,10.0,25.0,614.0,4.375
9198,376.0,7.0,17.0,270.0,5.0
9199,450.0,16.0,42.0,659.0,3.125
9200,1277.0,68.0,86.0,676.0,4.375
9201,622.0,41.0,38.0,933.0,4.375
9202,930.0,155.0,27.0,380.0,4.375
9203,251.0,17.0,18.0,659.0,5.0
9204,440.0,41.0,28.0,632.0,3.75
9205,442.0,6.0,24.0,152.0,4.375
9206,940.0,52.0,67.0,650.0,4.375
9207,271.0,2.0,1.0,399.0,5.0
9208,252.0,2.0,1.0,1317.0,4.375
9210,1324.0,75.0,103.0,1152.0,4.375
9211,228.0,2.0,16.0,13.0,5.0
9212,502.0,33.0,13.0,645.0,3.125
9214,1156.0,67.0,26.0,1953.0,4.375
9216,526.0,29.0,27.0,268.0,1.25
9218,704.0,30.0,24.0,664.0,4.375
9219,963.0,20.0,80.0,650.0,4.375
9220,1012.0,36.0,85.0,2253.0,3.75
9221,231.0,2.0,24.0,21.0,5.0
9222,848.0,60.0,63.0,459.0,3.125
9223,673.0,29.0,44.0,883.0,3.125
9226,448.0,66.0,18.0,178.0,3.75
9229,343.0,32.0,22.0,120.0,3.125
9230,472.0,36.0,23.0,982.0,4.375
9233,1495.0,53.0,131.0,206.0,3.75
9234,1773.0,110.0,106.0,1745.0,0.0
9235,243.0,7.0,21.0,6.0,5.0
9237,1521.0,19.0,98.0,1226.0,4.375
9238,745.0,35.0,56.0,889.0,4.375
9239,447.0,7.0,30.0,241.0,4.375
9240,849.0,50.0,58.0,926.0,4.375
9241,222.0,4.0,9.0,45.0,5.0
9242,137.0,4.0,4.0,22.0,3.75
9245,117.0,2.0,6.0,23.0,0.0
9246,133.0,0.0,0.0,4.0,0.0
9247,320.0,12.0,26.0,377.0,4.375
9248,106.0,2.0,6.0,448.0,4.375
9249,532.0,23.0,41.0,682.0,3.75
9250,300.0,6.0,10.0,200.0,5.0
9252,135.0,5.0,8.0,151.0,5.0
9254,238.0,7.0,12.0,100.0,4.375
9255,524.0,8.0,52.0,928.0,4.375
9256,167.0,3.0,12.0,50.0,3.75
9257,604.0,25.0,24.0,1906.0,4.375
9260,257.0,6.0,21.0,31.0,3.125
9262,1316.0,51.0,42.0,1554.0,3.75
9263,143.0,5.0,9.0,123.0,4.375
9265,820.0,49.0,55.0,774.0,4.375
9266,109.0,16.0,1.0,380.0,5.0
9267,689.0,44.0,54.0,1075.0,4.375
9268,438.0,9.0,25.0,65.0,4.375
9269,277.0,10.0,14.0,68.0,3.125
9270,251.0,0.0,0.0,13.0,5.0
9271,1725.0,88.0,128.0,2676.0,4.375
9274,267.0,5.0,12.0,455.0,3.75
9275,944.0,38.0,67.0,650.0,4.375
9276,193.0,3.0,12.0,14.0,4.375
9277,267.0,18.0,15.0,780.0,4.375
9278,372.0,17.0,19.0,842.0,0.0
9279,471.0,9.0,48.0,274.0,4.375
9280,125.0,1.0,7.0,6.0,3.75
9281,324.0,8.0,14.0,115.0,3.125
9283,539.0,34.0,13.0,1347.0,3.125
9284,541.0,20.0,39.0,892.0,3.75
9285,400.0,13.0,37.0,574.0,4.375
9286,194.0,3.0,14.0,1762.0,3.75
9287,723.0,12.0,52.0,293.0,3.75
9290,358.0,7.0,0.0,22.0,3.75
9291,434.0,7.0,35.0,16.0,4.375
9292,509.0,12.0,29.0,331.0,4.375
9293,162.0,4.0,0.0,13.0,0.0
9294,623.0,24.0,54.0,499.0,4.375
9295,1990.0,27.0,194.0,997.0,4.375
9296,217.0,3.0,12.0,166.0,1.25
9297,119.0,0.0,0.0,5.0,0.0
9300,465.0,21.0,22.0,645.0,4.375
9301,120.0,2.0,6.0,366.0,4.375
9303,291.0,4.0,14.0,113.0,4.375
9305,626.0,14.0,43.0,1410.0,3.75
9306,160.0,2.0,9.0,4.0,3.75
9308,296.0,2.0,8.0,26.0,3.75
9309,318.0,28.0,17.0,373.0,4.375
9310,234.0,4.0,12.0,34.0,2.5
9312,116.0,2.0,10.0,38.0,3.75
9313,286.0,5.0,1.0,68.0,1.875
9314,993.0,10.0,74.0,136.0,4.375
9315,388.0,5.0,31.0,143.0,3.125
9316,122.0,3.0,9.0,295.0,3.75
9317,678.0,15.0,48.0,755.0,4.375
9318,456.0,15.0,19.0,491.0,4.375
9320,235.0,1.0,22.0,23.0,5.0
9321,301.0,6.0,5.0,12.0,3.75
9323,486.0,1.0,0.0,45.0,0.0
9324,606.0,26.0,34.0,853.0,3.75
9325,295.0,3.0,7.0,4.0,3.75
9326,507.0,30.0,32.0,279.0,2.5
9328,238.0,20.0,14.0,473.0,4.375
9329,546.0,12.0,28.0,761.0,3.125
9331,196.0,4.0,6.0,46.0,4.375
9332,284.0,3.0,30.0,66.0,3.75
9333,256.0,18.0,7.0,835.0,4.375
9334,878.0,52.0,55.0,785.0,4.375
9336,402.0,27.0,23.0,1635.0,3.75
9338,827.0,58.0,61.0,817.0,3.75
9339,378.0,15.0,30.0,161.0,4.375
9342,160.0,3.0,8.0,56.0,4.375
9344,370.0,12.0,25.0,381.0,4.375
9346,591.0,19.0,51.0,1296.0,4.375
9347,123.0,2.0,0.0,8.0,3.75
